Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,11/30/2020,Measures,Emergency Department Visits,187,cases,166,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/01/2020,Measures,Emergency Department Visits,214,cases,173,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/02/2020,Measures,Emergency Department Visits,196,cases,181.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/03/2020,Measures,Emergency Department Visits,174,cases,180.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/04/2020,Measures,Emergency Department Visits,162,cases,184.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/05/2020,Measures,Emergency Department Visits,200,cases,185.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/06/2020,Measures,Emergency Department Visits,174,cases,186.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/07/2020,Measures,Emergency Department Visits,184,cases,186.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/08/2020,Measures,Emergency Department Visits,230,cases,188.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/09/2020,Measures,Emergency Department Visits,228,cases,193.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/10/2020,Measures,Emergency Department Visits,195,cases,196.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/11/2020,Measures,Emergency Department Visits,182,cases,199,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/12/2020,Measures,Emergency Department Visits,210,cases,200.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/13/2020,Measures,Emergency Department Visits,203,cases,204.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/14/2020,Measures,Emergency Department Visits,203,cases,207.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/15/2020,Measures,Emergency Department Visits,259,cases,211.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/16/2020,Measures,Emergency Department Visits,203,cases,207.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/17/2020,Measures,Emergency Department Visits,217,cases,211,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/18/2020,Measures,Emergency Department Visits,131,cases,203.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/19/2020,Measures,Emergency Department Visits,225,cases,205.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/20/2020,Measures,Emergency Department Visits,228,cases,209.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/21/2020,Measures,Emergency Department Visits,217,cases,211.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/22/2020,Measures,Emergency Department Visits,230,cases,207.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/23/2020,Measures,Emergency Department Visits,237,cases,212.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/24/2020,Measures,Emergency Department Visits,220,cases,212.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/25/2020,Measures,Emergency Department Visits,227,cases,226.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/26/2020,Measures,Emergency Department Visits,198,cases,222.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/27/2020,Measures,Emergency Department Visits,261,cases,227.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/28/2020,Measures,Emergency Department Visits,215,cases,226.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/29/2020,Measures,Emergency Department Visits,298,cases,236.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/30/2020,Measures,Emergency Department Visits,245,cases,237.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,12/31/2020,Measures,Emergency Department Visits,275,cases,245.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/01/2021,Measures,Emergency Department Visits,263,cases,250.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/02/2021,Measures,Emergency Department Visits,226,cases,254.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/03/2021,Measures,Emergency Department Visits,235,cases,251,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/04/2021,Measures,Emergency Department Visits,227,cases,252.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/05/2021,Measures,Emergency Department Visits,313,cases,254.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/06/2021,Measures,Emergency Department Visits,256,cases,256.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/07/2021,Measures,Emergency Department Visits,287,cases,258.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/08/2021,Measures,Emergency Department Visits,252,cases,256.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/09/2021,Measures,Emergency Department Visits,255,cases,260.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/10/2021,Measures,Emergency Department Visits,206,cases,256.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/11/2021,Measures,Emergency Department Visits,231,cases,257.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/12/2021,Measures,Emergency Department Visits,288,cases,253.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/13/2021,Measures,Emergency Department Visits,241,cases,251.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/14/2021,Measures,Emergency Department Visits,243,cases,245.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/15/2021,Measures,Emergency Department Visits,263,cases,246.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/16/2021,Measures,Emergency Department Visits,253,cases,246.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/17/2021,Measures,Emergency Department Visits,218,cases,248.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/18/2021,Measures,Emergency Department Visits,187,cases,241.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/19/2021,Measures,Emergency Department Visits,234,cases,234.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/20/2021,Measures,Emergency Department Visits,242,cases,234.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/21/2021,Measures,Emergency Department Visits,240,cases,233.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/22/2021,Measures,Emergency Department Visits,206,cases,225.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/23/2021,Measures,Emergency Department Visits,209,cases,219.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/24/2021,Measures,Emergency Department Visits,218,cases,219.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/25/2021,Measures,Emergency Department Visits,155,cases,214.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/26/2021,Measures,Emergency Department Visits,251,cases,217.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/27/2021,Measures,Emergency Department Visits,189,cases,209.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/28/2021,Measures,Emergency Department Visits,229,cases,208.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/29/2021,Measures,Emergency Department Visits,185,cases,205.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/30/2021,Measures,Emergency Department Visits,222,cases,207,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,01/31/2021,Measures,Emergency Department Visits,163,cases,199.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/01/2021,Measures,Emergency Department Visits,168,cases,201,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/02/2021,Measures,Emergency Department Visits,156,cases,187.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/03/2021,Measures,Emergency Department Visits,175,cases,185.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/04/2021,Measures,Emergency Department Visits,211,cases,182.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/05/2021,Measures,Emergency Department Visits,212,cases,186.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/06/2021,Measures,Emergency Department Visits,206,cases,184.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/07/2021,Measures,Emergency Department Visits,176,cases,186.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/08/2021,Measures,Emergency Department Visits,143,cases,182.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/09/2021,Measures,Emergency Department Visits,206,cases,189.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/10/2021,Measures,Emergency Department Visits,190,cases,192,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/11/2021,Measures,Emergency Department Visits,185,cases,188.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/12/2021,Measures,Emergency Department Visits,178,cases,183.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/13/2021,Measures,Emergency Department Visits,177,cases,179.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/14/2021,Measures,Emergency Department Visits,178,cases,179.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/15/2021,Measures,Emergency Department Visits,136,cases,178.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/16/2021,Measures,Emergency Department Visits,163,cases,172.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/17/2021,Measures,Emergency Department Visits,182,cases,171.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/18/2021,Measures,Emergency Department Visits,164,cases,168.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/19/2021,Measures,Emergency Department Visits,187,cases,169.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/20/2021,Measures,Emergency Department Visits,176,cases,169.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/21/2021,Measures,Emergency Department Visits,161,cases,167,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/22/2021,Measures,Emergency Department Visits,168,cases,171.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/23/2021,Measures,Emergency Department Visits,162,cases,171.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/24/2021,Measures,Emergency Department Visits,200,cases,174,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/25/2021,Measures,Emergency Department Visits,186,cases,177.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/26/2021,Measures,Emergency Department Visits,175,cases,175.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/27/2021,Measures,Emergency Department Visits,173,cases,175,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,02/28/2021,Measures,Emergency Department Visits,128,cases,170.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/01/2021,Measures,Emergency Department Visits,143,cases,166.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/02/2021,Measures,Emergency Department Visits,198,cases,171.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/03/2021,Measures,Emergency Department Visits,188,cases,170.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/04/2021,Measures,Emergency Department Visits,174,cases,168.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/05/2021,Measures,Emergency Department Visits,163,cases,166.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/06/2021,Measures,Emergency Department Visits,171,cases,166.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/07/2021,Measures,Emergency Department Visits,147,cases,169.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/08/2021,Measures,Emergency Department Visits,154,cases,170.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/09/2021,Measures,Emergency Department Visits,196,cases,170.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/10/2021,Measures,Emergency Department Visits,172,cases,168.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/11/2021,Measures,Emergency Department Visits,163,cases,166.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/12/2021,Measures,Emergency Department Visits,158,cases,165.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/13/2021,Measures,Emergency Department Visits,184,cases,167.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/14/2021,Measures,Emergency Department Visits,146,cases,167.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/15/2021,Measures,Emergency Department Visits,163,cases,168.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/16/2021,Measures,Emergency Department Visits,191,cases,168.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/17/2021,Measures,Emergency Department Visits,177,cases,168.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/18/2021,Measures,Emergency Department Visits,166,cases,169.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/19/2021,Measures,Emergency Department Visits,170,cases,171,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/20/2021,Measures,Emergency Department Visits,163,cases,168,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/21/2021,Measures,Emergency Department Visits,172,cases,171.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/22/2021,Measures,Emergency Department Visits,130,cases,167,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/23/2021,Measures,Emergency Department Visits,172,cases,164.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/24/2021,Measures,Emergency Department Visits,173,cases,163.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/25/2021,Measures,Emergency Department Visits,188,cases,166.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/26/2021,Measures,Emergency Department Visits,193,cases,170.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/27/2021,Measures,Emergency Department Visits,165,cases,170.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/28/2021,Measures,Emergency Department Visits,164,cases,169.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/29/2021,Measures,Emergency Department Visits,148,cases,171.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/30/2021,Measures,Emergency Department Visits,190,cases,174.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,03/31/2021,Measures,Emergency Department Visits,167,cases,173.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/01/2021,Measures,Emergency Department Visits,183,cases,172.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/02/2021,Measures,Emergency Department Visits,177,cases,170.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/03/2021,Measures,Emergency Department Visits,167,cases,170.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/04/2021,Measures,Emergency Department Visits,182,cases,173.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/05/2021,Measures,Emergency Department Visits,164,cases,175.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/06/2021,Measures,Emergency Department Visits,190,cases,175.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/07/2021,Measures,Emergency Department Visits,178,cases,177.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/08/2021,Measures,Emergency Department Visits,189,cases,178.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/09/2021,Measures,Emergency Department Visits,179,cases,178.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/10/2021,Measures,Emergency Department Visits,184,cases,180.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/11/2021,Measures,Emergency Department Visits,159,cases,177.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/12/2021,Measures,Emergency Department Visits,169,cases,178.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/13/2021,Measures,Emergency Department Visits,189,cases,178.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/14/2021,Measures,Emergency Department Visits,212,cases,183,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/15/2021,Measures,Emergency Department Visits,176,cases,181.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/16/2021,Measures,Emergency Department Visits,190,cases,182.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/17/2021,Measures,Emergency Department Visits,163,cases,179.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/18/2021,Measures,Emergency Department Visits,176,cases,182.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/19/2021,Measures,Emergency Department Visits,157,cases,180.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/20/2021,Measures,Emergency Department Visits,170,cases,177.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/21/2021,Measures,Emergency Department Visits,182,cases,173.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/22/2021,Measures,Emergency Department Visits,155,cases,170.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/23/2021,Measures,Emergency Department Visits,161,cases,166.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/24/2021,Measures,Emergency Department Visits,168,cases,167,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/25/2021,Measures,Emergency Department Visits,137,cases,161.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/26/2021,Measures,Emergency Department Visits,151,cases,160.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/27/2021,Measures,Emergency Department Visits,207,cases,165.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/28/2021,Measures,Emergency Department Visits,158,cases,162.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/29/2021,Measures,Emergency Department Visits,165,cases,163.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,04/30/2021,Measures,Emergency Department Visits,169,cases,165,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/01/2021,Measures,Emergency Department Visits,166,cases,164.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/02/2021,Measures,Emergency Department Visits,141,cases,165.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/03/2021,Measures,Emergency Department Visits,143,cases,164.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/04/2021,Measures,Emergency Department Visits,191,cases,161.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/05/2021,Measures,Emergency Department Visits,175,cases,164.2857143,cases (7-day moving avg),,04/29/2022,""
